Location,MaxTemp,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,Humidity3pm,Pressure3pm,RainToday,RainTomorrow
33,21.8,3,57.0,3,3,38.0,1011.7,0,1
33,17.3,6,39.0,6,6,53.0,1016.0,0,1
33,13.2,13,39.0,5,2,68.0,1020.3,1,0
33,13.2,15,37.0,12,15,56.0,1021.0,0,1
33,12.7,11,54.0,8,11,63.0,1021.0,1,1
33,13.5,12,44.0,15,12,67.0,1020.2,1,1
33,13.1,11,46.0,8,8,53.0,1023.0,1,0
33,16.7,7,59.0,6,14,64.0,1017.3,1,0
33,14.8,7,46.0,13,15,97.0,1021.5,0,0
33,14.7,6,37.0,6,14,97.0,1019.3,0,0
33,16.3,7,31.0,15,13,98.0,1015.2,0,0
33,25.4,6,68.5,3,14,44.0,998.25,0,1
33,15.1,14,52.0,15,14,57.0,1011.5,1,0
33,24.4,14,68.5,3,6,34.0,1005.0,0,0
33,12.7,15,67.0,11,8,52.0,1023.6,0,1
33,14.8,2,31.0,0,2,55.0,1023.9,1,0
33,20.0,3,33.0,3,3,53.0,1015.8,0,0
33,23.9,5,44.0,5,5,34.0,1004.8,0,0
33,13.9,14,35.0,13,3,97.0,998.25,0,1
33,12.4,12,44.0,3,10,96.0,1000.0,1,1
33,14.2,9,44.0,9,10,54.0,1017.1,1,0
33,22.0,5,28.0,1,3,43.0,1017.9,0,0
33,17.7,3,22.0,3,12,61.0,1014.4,0,1
33,16.5,1,20.0,1,2,84.0,1014.1,1,0
33,17.7,8,17.0,1,11,79.0,1011.3,0,0
33,16.1,15,41.0,12,13,71.0,1012.8,0,1
33,13.6,15,50.0,12,12,68.0,1013.2,1,1
33,14.7,13,68.5,6,13,91.0,1008.5,1,1
33,13.8,15,39.0,12,11,68.0,1016.2,1,0
33,13.2,13,19.0,11,14,97.0,1021.4,0,0
33,25.4,13,44.0,5,13,51.43329553654262,1008.3,0,1
33,16.9,13,61.0,14,14,70.0,1008.4,1,1
33,14.9,15,63.0,15,15,59.0,1024.3,1,0
33,18.3,1,28.0,4,4,49.0,1031.5,0,0
33,24.7,3,31.0,4,5,30.0,1025.5,0,0
33,30.4,6,39.0,3,6,32.0,1018.2,0,0
33,17.1,11,24.0,9,0,65.0,1024.5,0,0
33,16.9,2,26.0,2,2,74.0,1022.6,0,0
33,21.4,1,20.0,4,8,74.0,1013.0,0,1
33,14.6,9,48.0,8,10,67.0,1014.4,1,1
33,15.9,0,41.0,0,2,63.0,1021.9,0,0
33,23.1,7,52.0,3,7,88.0,1005.5,1,1
33,13.6,14,46.0,11,8,88.0,1016.4,1,1
33,14.0,15,30.0,12,11,62.0,1027.3,0,0
33,15.8,13,44.0,15,15,73.0,1022.0,0,1
33,15.5,13,41.0,12,15,87.0,1017.0,1,1
33,16.2,13,33.0,12,13,70.0,1018.8,1,0
33,18.6,0,24.0,2,0,71.0,1017.6,0,0
33,24.6,14,39.0,4,0,62.0,1008.6,0,1
33,27.7,13,68.5,3,15,88.0,1004.2,0,1
33,18.7,13,35.0,6,13,69.0,1020.4,0,0
33,19.5,14,26.0,8,11,65.0,1018.4,0,0
33,25.7,6,39.0,6,6,43.0,1006.6,0,0
33,21.4,13,65.0,6,14,54.0,1013.9,0,0
33,17.3,8,30.0,8,8,51.0,1020.7,0,0
33,27.0,5,28.0,4,5,49.0,1012.3,0,0
33,29.1,14,52.0,6,13,44.0,1007.0,0,1
33,17.9,12,28.0,11,12,67.0,1013.7,1,1
33,16.9,14,68.5,14,13,81.0,1015.2,1,0
33,18.5,14,54.0,7,13,59.0,1015.1,0,1
33,17.3,14,43.0,15,15,67.0,1013.0,1,1
33,17.0,9,39.0,10,10,47.0,1026.0,1,0
33,18.7,12,39.0,8,12,85.0,1007.5,1,1
33,18.8,15,43.0,12,13,75.0,1012.7,1,0
33,20.8,1,30.0,14,8,73.0,1011.5,0,0
33,26.3,7,57.0,15,6,48.0,1002.4,0,1
33,16.1,15,59.0,12,15,57.0,1016.9,1,0
33,17.4,8,30.0,2,9,59.0,1023.7,0,0
33,17.3,11,35.0,12,11,64.0,1021.5,0,0
33,15.4,9,43.0,10,9,58.0,1025.8,0,0
33,18.3,2,44.0,0,2,53.0,1020.9,0,0
33,21.3,1,43.0,1,9,58.0,1015.3,0,0
33,20.9,9,33.0,11,9,65.0,1009.5,0,0
33,24.2,11,39.0,14,15,78.0,1004.1,0,0
33,17.8,12,33.0,11,11,55.0,1010.2,0,0
33,18.9,13,44.0,14,15,65.0,1010.9,0,1
33,21.0,9,41.0,2,9,66.0,1017.8,0,0
33,22.7,14,46.0,5,13,95.0,1001.3,1,1
33,18.2,14,46.0,14,13,93.0,1010.2,1,0
33,19.2,9,31.0,9,8,73.0,1019.1,0,0
33,22.6,9,28.0,2,10,71.0,1012.7,0,0
33,23.8,2,35.0,9,0,56.0,1010.6,0,0
33,20.6,2,35.0,9,2,54.0,1019.1,0,0
33,23.9,0,37.0,1,9,59.0,1018.0,0,0
33,29.3,8,30.0,3,8,31.0,1015.5,0,0
33,28.9,0,30.0,1,0,47.0,1012.7,0,0
33,30.5,13,43.0,5,15,45.0,1011.8,0,0
33,20.3,15,54.0,11,8,56.0,1021.1,0,0
33,22.9,14,26.0,11,0,64.0,1002.6,0,0
33,20.4,14,68.5,7,14,54.0,1002.0,0,1
33,20.0,13,61.0,13,13,65.0,1010.4,1,1
33,17.5,14,67.0,15,13,56.0,1010.9,1,1
33,17.1,15,65.0,11,8,51.0,1018.2,1,0
33,18.7,13,39.0,11,15,80.0,1022.7,0,0
33,17.1,10,33.0,10,10,62.0,1022.3,0,0
33,20.2,2,41.0,2,2,54.0,1019.4,0,0
33,34.3,6,41.0,5,3,98.0,1010.9,0,0
33,34.5,6,56.0,3,15,42.0,1009.7,0,0
33,19.7,9,31.0,8,8,56.0,1018.2,0,0
33,34.7,3,39.0,5,8,30.0,1014.7,0,0
33,32.9,8,37.0,6,11,29.0,1013.2,0,0
33,21.7,9,44.0,9,2,60.0,1019.5,0,0
33,27.4,0,37.0,0,9,58.0,1009.3,0,0
33,33.8,9,31.0,6,8,52.0,1000.3,0,0
33,20.8,14,61.0,14,15,95.0,998.25,0,1
33,19.8,2,46.0,9,9,48.0,1017.8,0,0
33,21.4,9,41.0,2,9,61.0,1011.4,0,0
33,24.0,9,41.0,0,9,50.0,1006.0,0,0
33,24.6,13,30.0,1,15,55.0,1000.4,0,1
33,18.4,14,68.5,13,14,64.0,998.25,1,1
33,19.8,14,57.0,13,14,54.0,1007.1,1,1
33,19.1,8,37.0,9,10,63.0,1015.2,0,1
33,20.4,9,50.0,2,9,81.0,1014.6,1,0
33,19.3,8,39.0,8,8,70.0,1018.2,0,1
33,20.6,8,33.0,9,10,72.0,1019.4,1,1
33,20.6,2,31.0,9,9,62.0,1021.1,1,0
33,34.0,13,46.0,3,3,26.0,1011.5,0,0
33,20.4,13,43.0,13,11,78.0,1016.7,0,0
33,22.0,0,33.0,9,2,57.0,1018.1,0,0
33,24.7,2,33.0,0,9,61.0,1016.0,0,0
33,21.5,9,39.0,9,10,85.0,1017.0,0,1
33,22.4,8,30.0,2,9,61.0,1016.8,0,0
33,35.5,3,43.0,5,8,25.0,1016.2,0,0
33,39.4,3,46.0,3,6,14.0,1011.6,0,0
33,21.1,9,41.0,10,9,59.0,1017.2,0,0
33,19.3,9,43.0,9,8,74.0,1014.9,0,1
33,19.9,9,63.0,9,9,80.0,1014.4,1,0
33,21.4,2,68.5,2,2,52.0,1014.3,0,0
33,17.3,0,46.0,1,1,95.0,1008.2,0,1
33,18.8,12,35.0,12,11,62.0,1021.6,1,0
33,20.8,0,59.0,1,2,46.0,1027.2,0,0
33,22.2,0,43.0,1,9,53.0,1018.5,0,0
33,21.6,1,35.0,1,9,53.0,1018.9,0,0
33,33.7,14,68.5,3,5,15.0,1007.7,0,1
33,25.4,7,48.0,3,13,54.0,1003.4,1,1
33,19.7,14,41.0,13,12,63.0,1012.3,1,0
33,20.6,13,37.0,15,13,55.0,1020.9,0,0
33,20.8,2,35.0,2,2,58.0,1024.0,0,0
33,28.7,3,37.0,5,3,34.0,1017.1,0,0
33,32.0,13,63.0,3,3,30.0,1004.2,0,1
33,17.7,15,56.0,13,15,58.0,1010.6,1,0
33,23.0,9,24.0,1,0,44.0,1018.0,0,0
33,23.1,0,20.0,3,0,51.0,1017.2,0,0
33,26.7,13,39.0,5,13,48.0,1011.3,0,0
33,20.0,14,50.0,13,13,52.0,1014.1,0,0
33,26.6,3,41.0,5,6,36.0,1008.1,0,0
33,25.3,3,50.0,6,14,49.0,1014.8,0,0
33,27.1,10,20.0,3,8,52.0,1016.2,0,0
33,30.7,7,68.5,3,14,82.0,1007.3,0,1
33,17.5,12,48.0,15,15,61.0,1021.8,1,0
33,18.7,14,61.0,7,13,66.0,1015.6,0,1
33,14.8,15,54.0,12,12,71.0,1025.4,1,1
33,15.4,8,35.0,8,8,51.0,1032.25,1,0
33,17.6,0,26.0,10,2,53.0,1032.25,0,0
33,21.2,14,35.0,9,13,42.0,1030.8,0,0
33,24.9,7,39.0,3,13,21.0,1025.1,0,0
33,21.3,13,28.0,6,15,65.0,1019.9,0,0
33,18.8,0,33.0,9,2,53.0,1025.7,0,0
33,25.1,2,26.0,5,2,51.0,1018.6,0,0
33,27.6,6,30.0,3,6,35.0,1013.7,0,0
33,22.8,13,54.0,4,0,72.0,1009.9,0,1
33,14.6,11,50.0,7,13,60.0,1007.4,1,1
33,14.1,11,52.0,12,8,50.0,1017.9,1,1
33,16.1,8,35.0,11,15,85.0,1021.2,1,1
33,16.4,15,28.0,12,15,78.0,1022.1,1,0
33,18.6,14,59.0,14,13,84.0,1019.3,1,1
33,14.9,11,22.0,3,8,61.0,1025.4,1,0
33,13.6,8,46.0,8,8,59.0,1027.9,1,1
33,15.2,10,37.0,11,12,70.0,1022.2,1,1
33,14.8,12,43.0,12,12,64.0,1022.2,1,1
33,14.7,7,20.0,6,6,68.0,1016.7,1,0
33,18.8,3,37.0,5,7,54.0,1009.6,0,0
33,21.4,14,44.0,3,3,48.0,1008.1,0,0
33,19.1,7,50.0,6,14,66.0,1013.5,0,1
33,18.0,3,54.0,6,6,51.0,1017.5,1,1
33,14.3,13,59.0,12,15,97.0,1019.8,1,1
33,14.3,12,48.0,11,12,99.0,1023.3,1,1
33,15.7,11,30.0,9,12,99.0,1030.0,1,1
33,15.6,10,24.0,15,11,70.0,1028.4,1,0
33,16.3,7,28.0,3,7,53.0,1023.5,0,0
33,17.7,3,48.0,3,3,49.0,1018.9,0,1
33,17.1,14,43.0,6,14,72.0,1018.4,1,1
33,14.5,11,28.0,13,11,51.0,1026.2,1,0
33,15.5,6,48.0,3,6,58.0,1017.4,0,1
33,16.6,14,50.0,6,14,74.0,1013.6,1,1
33,12.4,12,46.0,12,15,56.0,1012.4,1,1
33,13.4,8,43.0,12,11,78.0,1018.1,1,1
33,14.3,12,33.0,12,12,67.0,1027.7,1,0
33,14.6,11,30.0,12,12,75.0,1030.9,0,0
33,16.2,6,22.0,3,6,60.0,1028.8,0,0
33,17.6,13,24.0,3,13,60.0,1026.2,0,0
33,13.2,11,41.0,7,8,64.0,1023.8,0,1
33,12.8,9,56.0,10,10,92.0,1013.0,1,1
33,12.6,9,59.0,10,9,66.0,1020.6,1,0
33,13.0,9,44.0,2,9,57.0,1026.6,0,0
33,13.5,8,26.0,8,11,63.0,1027.8,0,0
33,13.1,12,31.0,11,15,82.0,1028.8,0,0
33,11.9,11,20.0,15,11,63.0,1028.1,0,0
33,14.0,4,26.0,3,0,68.0,1021.8,0,0
33,14.5,3,46.0,5,3,59.0,1016.2,0,0
33,14.1,6,43.0,6,6,66.0,1008.0,1,1
33,14.1,13,65.0,6,14,92.0,1010.1,1,1
33,15.0,15,57.0,6,14,88.0,1019.2,1,1
33,13.2,5,43.0,10,3,51.0,1022.8,1,0
33,10.6,6,33.0,1,3,92.0,1000.8,1,1
33,11.0,10,48.0,8,12,46.0,1014.0,1,1
33,13.7,13,61.0,14,13,73.0,1020.9,1,1
33,14.8,13,54.0,13,14,77.0,1027.2,1,1
33,14.4,15,52.0,15,10,76.0,1029.9,1,0
33,11.0,1,22.0,3,5,54.0,1025.9,0,0
33,11.4,3,57.0,3,3,66.0,1010.1,0,1
33,11.6,13,61.0,3,15,84.0,1008.3,1,1
33,12.9,8,26.0,15,11,65.0,1032.2,1,0
33,13.4,0,15.0,1,11,70.0,1032.25,0,0
33,12.9,5,24.0,3,3,55.0,1032.25,0,0
33,13.3,6,33.0,3,6,51.0,1028.0,0,0
33,14.1,3,28.0,3,5,57.0,1022.5,0,0
33,13.4,5,30.0,3,4,79.0,1018.8,0,1
33,12.2,1,24.0,0,5,91.0,1009.2,1,1
33,14.5,6,43.0,3,5,68.0,1006.7,0,0
33,11.1,12,48.0,3,12,96.0,1007.8,1,1
33,14.3,14,65.0,6,14,81.0,1013.2,1,1
33,12.3,13,56.0,7,12,67.0,1017.7,1,1
33,14.1,7,48.0,6,7,73.0,1019.3,1,1
33,14.6,7,35.0,12,13,68.0,1028.2,1,0
33,15.2,14,35.0,6,14,87.0,1032.0,0,1
33,15.1,13,22.0,13,13,79.0,1031.1,1,1
33,13.7,6,20.0,3,6,67.0,1026.9,1,0
33,14.8,3,43.0,5,3,59.0,1007.0,0,1
33,13.7,15,35.0,15,12,71.0,1006.0,1,1
33,12.2,8,41.0,8,12,62.0,1017.3,1,1
33,13.8,15,46.0,15,11,79.0,1022.5,1,1
33,13.1,12,41.0,11,11,53.0,1029.7,1,1
33,12.5,11,30.0,10,10,67.0,1032.25,1,1
33,13.7,15,19.0,3,12,74.0,1023.4,0,0
33,13.4,3,39.0,3,6,61.0,1013.8,0,1
33,14.4,7,57.0,3,7,66.0,1012.1,1,1
33,12.5,13,68.5,7,15,69.0,1006.8,1,1
33,12.4,15,61.0,15,13,65.0,1020.3,1,1
33,15.7,6,54.0,6,6,53.0,1015.2,1,1
33,14.9,13,68.5,14,14,64.0,1010.8,1,1
33,12.8,13,65.0,15,12,62.0,1023.9,1,1
33,13.5,11,37.0,15,11,74.0,1030.6,1,1
33,14.1,9,33.0,9,8,71.0,1032.25,1,0
33,13.7,9,46.0,10,0,60.0,1028.8,0,0
33,13.6,6,57.0,3,6,89.0,1001.7,1,1
33,11.3,11,68.5,11,11,76.0,1005.0,1,1
33,12.1,11,44.0,8,8,60.0,1020.0,1,0
33,12.4,13,37.0,7,13,84.0,1021.3,0,1
33,11.3,13,68.5,13,13,77.0,1007.9,1,1
33,13.6,13,65.0,7,14,83.0,1013.2,1,0
33,12.5,15,56.0,12,13,65.0,1020.9,0,0
33,13.6,6,48.0,6,6,66.0,1017.2,0,0
33,15.3,13,67.0,7,7,87.0,1001.9,0,1
33,11.6,13,68.5,15,15,85.0,1016.1,1,1
33,13.2,12,67.0,11,11,76.0,1023.0,1,0
33,13.0,7,20.0,6,3,75.0,1023.8,0,0
33,18.3,7,46.0,3,14,68.0,1017.7,0,0
33,17.4,0,24.0,5,8,81.0,1017.6,0,0
33,14.0,7,68.5,7,6,66.0,998.25,0,1
33,16.2,14,68.5,14,6,82.0,998.25,1,1
33,12.7,15,68.5,13,13,78.0,1008.8,1,1
33,12.6,12,63.0,15,15,85.0,1019.7,1,0
33,14.1,13,41.0,15,13,75.0,1024.3,0,0
33,19.1,14,57.0,3,13,92.0,1010.8,0,1
33,13.4,15,50.0,15,15,67.0,1017.8,1,0
33,14.2,13,50.0,13,13,76.0,1020.8,0,1
33,15.4,7,22.0,6,14,61.0,1023.6,1,1
33,14.3,15,39.0,14,15,83.0,1019.3,1,1
33,14.2,9,19.0,5,9,68.0,1018.2,1,0
33,15.6,14,44.0,15,15,78.0,1018.6,0,0
33,20.7,14,44.0,5,5,50.0,1009.9,0,1
33,12.7,12,65.0,15,13,64.0,1018.8,1,0
33,20.6,14,50.0,7,13,61.0,1003.2,0,1
33,15.2,15,35.0,15,15,73.0,1032.2,1,0
33,24.2,6,43.0,3,14,46.0,1019.3,0,0
33,14.4,12,30.0,8,11,61.0,1019.7,0,1
33,12.8,10,31.0,4,8,63.0,1019.0,1,0
33,13.8,13,33.0,12,12,67.0,1020.9,0,0
33,14.5,13,30.0,14,8,74.0,1016.2,0,0
33,13.1,13,54.0,6,7,90.0,1009.2,1,1
33,13.4,8,57.0,8,10,72.0,1016.5,1,1
33,23.4,7,30.0,3,12,64.0,1020.0,0,0
33,18.5,13,54.0,7,13,76.0,1014.6,0,0
33,16.7,14,68.5,7,13,91.0,1011.4,0,1
33,14.9,13,46.0,15,13,70.0,1021.7,1,0
33,16.8,14,48.0,13,14,78.0,1015.2,0,1
33,14.9,15,59.0,15,15,59.0,1019.1,1,0
33,21.4,3,39.0,3,6,46.0,1012.0,0,1
33,14.9,13,57.0,13,11,76.0,1015.6,1,1
33,13.7,11,33.0,12,12,69.0,1024.4,1,0
33,15.0,13,46.0,15,10,61.0,1024.3,0,0
33,21.7,0,20.0,4,11,53.0,1016.3,0,0
33,14.1,12,30.0,11,8,67.0,1021.3,0,0
33,28.8,1,50.0,4,5,34.0,1008.4,0,0
33,26.0,7,44.0,6,0,79.0,1005.5,0,1
33,18.7,13,50.0,7,13,69.0,1010.0,1,0
33,18.5,13,33.0,6,15,63.0,1010.3,0,0
33,16.2,15,43.0,14,13,74.0,1013.7,0,1
33,15.4,13,57.0,15,15,60.0,1022.5,1,0
33,17.1,8,28.0,10,8,64.0,1025.1,0,0
33,27.0,6,39.0,3,6,28.0,1017.3,0,0
33,16.9,15,54.0,15,15,64.0,1021.5,0,0
33,16.5,8,30.0,8,8,55.0,1024.1,0,0
33,17.0,11,22.0,4,8,66.0,1018.4,0,0
33,16.3,11,33.0,8,11,70.0,1018.9,0,0
33,20.4,9,31.0,0,0,61.0,1019.9,0,0
33,16.3,13,33.0,13,15,77.0,1020.7,0,0
33,28.3,7,44.0,6,13,45.0,1010.2,0,0
33,18.3,8,31.0,10,9,64.0,1018.4,0,0
33,18.5,9,44.0,2,9,81.0,1017.0,1,0
33,24.4,2,41.0,1,2,69.0,1011.8,0,0
33,24.9,14,37.0,3,7,69.0,1009.9,0,0
33,20.2,15,43.0,13,15,72.0,1015.4,0,0
33,42.1,13,57.0,3,13,36.0,1003.1,0,0
33,22.7,11,33.0,8,10,61.0,1018.5,0,0
33,22.7,9,48.0,9,9,55.0,1025.0,0,0
33,26.7,0,37.0,2,8,67.0,1013.9,0,0
33,21.3,13,50.0,13,11,99.0,1003.6,0,1
33,17.5,15,43.0,12,13,61.0,1009.3,1,0
33,20.2,4,37.0,3,8,59.0,1007.0,0,1
33,23.1,5,46.0,15,15,74.0,1004.7,1,0
33,25.8,10,30.0,5,0,44.0,1015.4,0,0
33,24.0,2,31.0,9,0,55.0,1014.9,0,0
33,20.4,12,31.0,11,8,51.0,1017.6,0,0
33,21.8,8,33.0,10,8,57.0,1015.8,0,0
33,21.1,9,41.0,9,9,54.0,1018.9,0,0
33,30.2,5,28.0,4,8,34.0,1008.2,0,1
33,20.2,15,68.5,12,8,51.0,1015.3,1,0
33,20.6,10,50.0,10,8,49.0,1016.4,0,0
33,20.9,8,30.0,10,8,58.0,1013.3,0,0
33,20.9,10,37.0,3,11,92.0,1013.6,0,1
33,19.4,15,37.0,8,12,53.0,1015.3,1,0
33,23.8,13,57.0,6,14,67.0,1012.4,0,1
33,20.9,10,52.0,9,9,56.0,1023.8,0,0
33,23.2,9,52.0,0,2,57.0,1023.1,0,0
33,26.9,9,31.0,4,8,46.0,1019.5,0,0
33,32.9,9,28.0,5,10,31.0,1015.0,0,0
33,34.1,8,26.0,3,11,30.0,1012.9,0,0
33,29.6,10,37.0,2,9,55.0,1016.6,0,0
33,31.9,2,31.0,0,2,45.0,1014.9,0,0
33,30.5,8,30.0,7,12,48.0,1013.6,0,0
33,35.3,15,37.0,1,15,40.0,1013.5,0,0
33,39.1,6,46.0,3,3,16.0,1008.3,0,0
33,21.2,14,63.0,13,15,59.0,1012.4,0,0
33,22.6,11,31.0,3,12,45.0,1017.8,0,1
33,18.2,11,54.0,12,11,91.0,1018.4,1,1
33,18.7,10,28.0,8,8,68.0,1024.8,1,0
33,21.2,2,33.0,5,0,55.0,1022.0,0,0
33,29.0,6,37.0,3,6,21.0,1012.8,0,0
33,22.1,7,68.5,7,7,81.0,998.25,0,1
33,21.5,6,50.0,7,13,62.0,1013.3,0,0
33,19.9,14,65.0,7,13,71.0,1012.7,0,1
33,20.0,13,28.0,6,13,63.0,1017.9,1,0
33,31.4,13,39.0,3,6,36.0,1008.9,0,0
33,18.9,13,44.0,6,14,85.0,1019.7,0,1
33,18.2,13,50.0,7,13,84.0,1012.1,1,1
33,18.3,13,54.0,12,15,59.0,1016.2,1,0
33,17.1,13,37.0,12,11,71.0,1020.5,1,0
33,16.6,2,31.0,10,10,62.0,1027.4,0,0
33,19.2,0,31.0,1,2,68.0,1026.8,0,0
33,19.5,10,24.0,11,8,72.0,1022.4,0,0
33,19.4,8,28.0,2,10,68.0,1024.4,0,0
33,20.1,15,24.0,3,13,74.0,1021.8,0,0
33,17.0,9,28.0,9,2,77.0,1024.6,0,0
33,19.0,14,57.0,6,14,89.0,1009.9,0,1
33,17.8,12,26.0,15,13,77.0,1010.7,1,0
33,16.8,8,24.0,12,8,59.0,1015.0,0,0
33,18.0,13,26.0,7,15,65.0,1017.9,0,1
33,16.4,9,41.0,10,10,59.0,1024.1,1,0
33,15.8,9,43.0,9,2,52.0,1026.9,0,0
33,16.9,0,35.0,1,2,55.0,1019.1,0,0
33,19.2,13,50.0,13,14,69.0,1005.1,1,1
33,16.9,13,28.0,14,11,70.0,1018.5,1,1
33,19.3,14,52.0,13,14,80.0,1020.3,1,0
33,25.4,14,68.5,6,6,33.0,1006.7,0,1
33,16.7,7,54.0,13,13,64.0,1016.6,1,1
33,16.3,14,26.0,6,14,71.0,1024.5,1,1
33,15.2,12,46.0,12,11,58.0,1024.4,1,1
33,20.1,3,61.0,3,7,42.0,1013.0,0,1
33,14.0,0,26.0,2,2,65.0,1026.3,0,0
33,14.7,2,33.0,1,0,67.0,1022.7,0,0
33,21.6,5,50.0,4,3,39.0,1020.8,0,0
33,24.2,6,41.0,3,3,39.0,1021.9,0,0
33,26.8,3,35.0,3,3,36.0,1024.7,0,0
33,25.3,3,39.0,3,3,40.0,1023.5,0,0
33,24.4,3,52.0,3,6,42.0,1018.3,0,1
33,13.8,13,68.5,13,12,90.0,1004.5,1,1
33,15.6,12,52.0,12,11,71.0,1012.3,1,1
33,14.4,11,31.0,11,11,73.0,1017.5,1,1
33,14.4,15,22.0,9,11,71.0,1018.2,1,1
33,15.7,6,26.0,3,3,71.0,1014.8,1,1
33,16.1,13,43.0,7,15,71.0,1014.0,1,1
33,15.0,5,22.0,4,4,64.0,1015.4,1,0
33,16.6,13,56.0,13,13,69.0,1025.1,0,0
33,16.5,15,35.0,15,15,97.0,1028.4,0,1
33,18.6,3,31.0,3,3,69.0,1017.4,0,0
33,15.3,10,35.0,6,10,90.0,1013.2,1,0
33,14.8,15,31.0,12,12,93.0,1025.6,0,1
33,12.9,6,43.0,3,3,81.0,1015.8,0,0
33,15.6,6,54.0,6,6,78.0,1009.9,0,1
33,13.8,12,43.0,12,15,70.0,1023.7,1,0
33,14.3,6,37.0,6,6,68.0,1025.9,0,0
33,14.3,3,39.0,3,3,67.0,1020.0,0,0
33,15.5,7,43.0,6,7,93.0,1013.3,0,1
33,14.1,9,43.0,9,9,79.0,1011.5,0,1
33,14.7,2,50.0,9,10,81.0,1013.4,1,1
33,12.8,8,44.0,8,8,64.0,1019.4,1,1
33,14.9,9,37.0,8,9,70.0,1022.8,1,1
33,13.7,9,30.0,8,9,69.0,1020.2,1,1
33,13.6,2,26.0,3,0,66.0,1015.7,1,1
33,15.2,9,22.0,9,2,64.0,1020.5,1,0
33,13.8,1,24.0,5,1,57.0,1026.5,0,0
33,12.9,3,20.0,3,5,64.0,1020.7,0,0
33,12.6,4,35.0,4,1,76.0,1016.3,0,1
33,13.5,0,35.0,0,0,74.0,1023.8,1,0
33,14.4,1,50.0,1,0,66.0,1023.9,0,0
33,15.6,3,31.0,3,14,75.0,1019.3,0,0
33,13.7,11,20.0,3,11,96.0,1023.8,0,1
33,15.5,3,52.0,3,14,90.0,1026.8,1,1
33,16.5,13,54.0,7,14,84.0,1019.9,1,1
33,11.1,14,68.5,3,7,88.0,998.8,0,1
33,12.9,15,67.0,13,15,75.0,1016.4,1,1
33,12.2,7,26.0,7,1,87.0,1032.25,1,1
33,12.9,5,20.0,3,5,65.0,1032.25,1,0
33,12.7,3,31.0,3,6,58.0,1029.1,0,0
33,14.8,3,28.0,3,3,65.0,1028.0,0,0
33,14.3,3,24.0,3,5,82.0,1025.7,0,1
33,14.4,6,43.0,1,5,99.0,1016.4,1,1
33,15.7,3,37.0,3,3,89.0,1011.8,1,1
33,14.8,7,24.0,6,7,97.0,1019.1,1,1
33,14.3,6,30.0,3,6,77.0,1019.4,1,0
33,16.6,5,39.0,3,3,69.0,1012.9,0,1
33,16.0,6,57.0,6,5,77.0,998.25,1,1
33,13.1,6,50.0,7,15,90.0,1001.8,1,1
33,9.0,15,46.0,6,7,88.0,1003.3,1,1
33,11.3,8,30.0,6,13,98.0,1016.4,0,1
33,12.5,11,37.0,8,11,72.0,1029.4,1,0
33,13.6,11,22.0,3,1,65.0,1031.4,0,0
33,14.7,6,52.0,5,5,78.0,1008.2,1,1
33,13.7,14,43.0,3,14,99.0,1014.6,1,1
33,13.2,15,33.0,3,15,67.0,1022.8,1,0
33,12.4,13,68.5,13,13,65.0,1009.1,1,1
33,15.2,6,68.5,6,6,85.0,1003.8,1,1
33,14.0,13,63.0,13,13,64.0,1008.6,1,1
33,11.6,12,46.0,13,12,85.0,1010.5,1,1
33,14.8,13,61.0,6,14,96.0,1006.0,1,1
33,15.3,14,48.0,13,13,72.0,1015.4,1,0
33,16.5,6,48.0,6,6,66.0,1007.5,0,1
33,12.4,15,68.5,13,14,61.0,1004.5,1,1
33,15.6,14,68.5,7,7,72.0,1004.4,1,1
33,12.8,13,68.5,14,15,66.0,1006.4,1,1
33,16.5,5,68.5,3,3,47.0,998.25,0,1
33,12.4,14,67.0,6,3,91.0,1001.7,1,1
33,13.1,13,68.5,7,13,81.0,1000.5,1,1
33,9.8,13,68.5,11,8,85.0,1013.2,1,1
33,11.4,12,54.0,15,13,75.0,1016.3,1,1
33,13.1,7,48.0,6,7,91.0,1008.7,1,1
33,12.4,13,68.5,13,13,90.0,1005.3,1,1
33,13.2,13,68.5,15,15,88.0,1013.8,1,1
33,15.7,13,43.0,14,13,71.0,1021.3,1,0
33,16.3,13,37.0,7,14,80.0,1022.0,0,0
33,19.8,12,35.0,3,13,63.0,1015.6,0,0
33,17.9,7,52.0,5,3,75.0,1000.6,0,1
33,16.2,13,68.5,14,14,83.0,1009.8,1,0
33,18.7,0,20.0,3,1,75.0,1029.4,0,0
33,22.9,5,22.0,1,0,77.0,1026.7,0,0
33,16.0,14,44.0,14,14,77.0,1024.6,1,0
33,15.7,14,46.0,7,14,78.0,1023.8,0,1
33,14.5,7,41.0,13,11,75.0,1025.9,1,0
33,17.3,5,35.0,3,1,69.0,1023.6,0,0
33,20.1,7,68.5,6,14,80.0,1000.8,0,1
33,13.4,15,63.0,13,14,77.0,1007.4,1,1
33,14.3,15,59.0,13,15,72.0,1012.6,1,1
33,12.6,4,37.0,9,0,60.0,1017.0,1,0
33,11.8,1,35.0,1,4,91.0,1012.5,0,1
33,15.2,3,20.0,3,3,81.0,1012.7,1,0
33,19.5,5,35.0,5,5,65.0,1010.6,0,1
33,17.6,0,33.0,1,2,82.0,1001.4,1,1
33,17.5,13,30.0,12,13,80.0,1002.3,1,0
